subj | RT | SL | DISP
36 | 705 | LTPL | HD
36 | 656 | HTPL | STD
36 | 963 | HTPL | SDD
36 | 720 | HTPL | SDD
36 | 871 | LTPL | STD
36 | 674 | HTPL | HD
36 | 1266 | LTPL | HD
36 | 704 | LTPL | HD
36 | 793 | HTPL | SDD
36 | 904 | HTPL | SDD
36 | 900 | LTPL | HD
36 | 792 | LTPL | SDD
36 | 964 | HTPL | SDD
36 | 584 | HTPL | STD
36 | 671 | LTPL | SDD
36 | 947 | HTPL | HD
36 | 872 | LTPL | STD
36 | 783 | LTPL | HD
36 | 1003 | LTPL | HD
36 | 839 | HTPL | SDD
36 | 1205 | LTPL | SDD
36 | 677 | LTPL | HD
36 | 884 | HTPL | HD
36 | 960 | HTPL | SDD
36 | 629 | LTPL | HD
36 | 836 | LTPL | SDD
36 | 593 | LTPL | STD
36 | 843 | LTPL | SDD
36 | 759 | HTPL | HD
36 | 864 | HTPL | SDD
36 | 735 | HTPL | STD
36 | 751 | HTPL | SDD
36 | 740 | LTPL | STD
36 | 817 | HTPL | HD
36 | 798 | HTPL | SDD
36 | 678 | HTPL | STD
36 | 947 | HTPL | SDD
36 | 725 | LTPL | STD
36 | 703 | LTPL | HD
36 | 606 | HTPL | STD
36 | 921 | HTPL | HD
36 | 1315 | LTPL | SDD
36 | 1017 | HTPL | HD
36 | 1103 | LTPL | HD
36 | 755 | LTPL | HD
36 | 550 | LTPL | STD
36 | 726 | LTPL | STD
36 | 738 | LTPL | STD
36 | 1069 | HTPL | SDD
36 | 714 | HTPL | STD
36 | 635 | LTPL | HD
36 | 798 | LTPL | STD
36 | 637 | HTPL | HD
36 | 745 | LTPL | HD
36 | 748 | LTPL | SDD
36 | 785 | LTPL | SDD
36 | 693 | HTPL | STD
36 | 606 | HTPL | STD
36 | 732 | HTPL | STD
36 | 817 | HTPL | HD
36 | 619 | HTPL | STD
36 | 682 | LTPL | HD
36 | 740 | LTPL | SDD
36 | 664 | LTPL | STD
36 | 931 | HTPL | HD
36 | 714 | HTPL | HD
36 | 609 | HTPL | HD
36 | 1028 | LTPL | HD
36 | 994 | LTPL | SDD
